0.100000 -12.030356 -0.050083
0.101000 -12.030138 -0.050586
0.102000 -12.029919 -0.051089
0.103000 -12.029697 -0.051591
0.104000 -12.029472 -0.052094
0.105000 -12.029246 -0.052597
0.106000 -12.029018 -0.053099
0.107000 -12.028787 -0.053602
0.108000 -12.028554 -0.054105
0.109000 -12.028319 -0.054608
0.110000 -12.028082 -0.055111
0.111000 -12.027843 -0.055614
0.112000 -12.027602 -0.056117
0.113000 -12.027358 -0.056620
0.114000 -12.027113 -0.057124
0.115000 -12.026865 -0.057627
0.116000 -12.026615 -0.058130
0.117000 -12.026363 -0.058634
0.118000 -12.026108 -0.059137
0.119000 -12.025852 -0.059641
0.120000 -12.025594 -0.060144
0.121000 -12.025333 -0.060648
0.122000 -12.025070 -0.061151
0.123000 -12.024805 -0.061655
0.124000 -12.024538 -0.062159
0.125000 -12.024269 -0.062663
0.126000 -12.023997 -0.063167
0.127000 -12.023723 -0.063671
0.128000 -12.023448 -0.064175
0.129000 -12.023170 -0.064679
0.130000 -12.022890 -0.065183
0.131000 -12.022608 -0.065688
0.132000 -12.022323 -0.066192
0.133000 -12.022037 -0.066696
0.134000 -12.021748 -0.067201
0.135000 -12.021458 -0.067705
0.136000 -12.021165 -0.068210
0.137000 -12.020870 -0.068715
0.138000 -12.020573 -0.069219
0.139000 -12.020273 -0.069724
0.140000 -12.019972 -0.070229
0.141000 -12.019668 -0.070734
0.142000 -12.019363 -0.071239
0.143000 -12.019055 -0.071744
0.144000 -12.018745 -0.072249
0.145000 -12.018433 -0.072754
0.146000 -12.018118 -0.073260
0.147000 -12.017802 -0.073765
0.148000 -12.017483 -0.074271
0.149000 -12.017163 -0.074776
0.150000 -12.016840 -0.075282
0.151000 -12.016515 -0.075787
0.152000 -12.016188 -0.076293
0.153000 -12.015859 -0.076799
0.154000 -12.015527 -0.077305
0.155000 -12.015194 -0.077811
0.156000 -12.014858 -0.078317
0.157000 -12.014521 -0.078823
0.158000 -12.014181 -0.079329
0.159000 -12.013839 -0.079836
0.160000 -12.013495 -0.080342
0.161000 -12.013148 -0.080848
0.162000 -12.012800 -0.081355
0.163000 -12.012450 -0.081862
0.164000 -12.012097 -0.082368
0.165000 -12.011742 -0.082875
0.166000 -12.011385 -0.083382
0.167000 -12.011026 -0.083889
0.168000 -12.010665 -0.084396
0.169000 -12.010302 -0.084903
0.170000 -12.009936 -0.085410
0.171000 -12.009569 -0.085918
0.172000 -12.009199 -0.086425
0.173000 -12.008828 -0.086932
0.174000 -12.008454 -0.087440
0.175000 -12.008078 -0.087948
0.176000 -12.007700 -0.088455
0.177000 -12.007319 -0.088963
0.178000 -12.006937 -0.089471
0.179000 -12.006553 -0.089979
0.180000 -12.006166 -0.090487
0.181000 -12.005777 -0.090995
0.182000 -12.005386 -0.091504
0.183000 -12.004994 -0.092012
0.184000 -12.004598 -0.092520
0.185000 -12.004201 -0.093029
0.186000 -12.003802 -0.093538
0.187000 -12.003401 -0.094046
0.188000 -12.002997 -0.094555
0.189000 -12.002591 -0.095064
0.190000 -12.002184 -0.095573
0.191000 -12.001774 -0.096082
0.192000 -12.001362 -0.096591
0.193000 -12.000948 -0.097101
0.194000 -12.000532 -0.097610
0.195000 -12.000113 -0.098120
0.196000 -11.999693 -0.098629
0.197000 -11.999271 -0.099139
0.198000 -11.998846 -0.099649
0.199000 -11.998419 -0.100159
0.200000 -11.997990 -0.100669
0.201000 -11.997560 -0.101179
0.202000 -11.997126 -0.101689
0.203000 -11.996691 -0.102199
0.204000 -11.996254 -0.102710
0.205000 -11.995815 -0.103220
0.206000 -11.995373 -0.103731
0.207000 -11.994930 -0.104242
0.208000 -11.994484 -0.104752
0.209000 -11.994037 -0.105263
0.210000 -11.993587 -0.105774
0.211000 -11.993135 -0.106285
0.212000 -11.992681 -0.106797
0.213000 -11.992225 -0.107308
0.214000 -11.991766 -0.107819
0.215000 -11.991306 -0.108331
0.216000 -11.990844 -0.108843
0.217000 -11.990379 -0.109355
0.218000 -11.989913 -0.109866
0.219000 -11.989444 -0.110378
0.220000 -11.988973 -0.110891
0.221000 -11.988500 -0.111403
0.222000 -11.988025 -0.111915
0.223000 -11.987548 -0.112428
0.224000 -11.987069 -0.112940
0.225000 -11.986588 -0.113453
0.226000 -11.986105 -0.113966
0.227000 -11.985620 -0.114478
0.228000 -11.985132 -0.114992
0.229000 -11.984643 -0.115505
0.230000 -11.984151 -0.116018
0.231000 -11.983657 -0.116531
0.232000 -11.983161 -0.117045
0.233000 -11.982664 -0.117558
0.234000 -11.982164 -0.118072
0.235000 -11.981662 -0.118586
0.236000 -11.981158 -0.119100
0.237000 -11.980651 -0.119614
0.238000 -11.980143 -0.120128
0.239000 -11.979633 -0.120642
0.240000 -11.979120 -0.121157
0.241000 -11.978606 -0.121671
0.242000 -11.978089 -0.122186
0.243000 -11.977571 -0.122701
0.244000 -11.977050 -0.123216
0.245000 -11.976527 -0.123731
0.246000 -11.976003 -0.124246
0.247000 -11.975476 -0.124761
0.248000 -11.974947 -0.125277
0.249000 -11.974416 -0.125792
0.250000 -11.973883 -0.126308
0.251000 -11.973347 -0.126824
0.252000 -11.972810 -0.127340
0.253000 -11.972271 -0.127856
0.254000 -11.971730 -0.128372
0.255000 -11.971186 -0.128888
0.256000 -11.970641 -0.129405
0.257000 -11.970093 -0.129921
0.258000 -11.969544 -0.130438
0.259000 -11.968992 -0.130955
0.260000 -11.968438 -0.131472
0.261000 -11.967883 -0.131989
0.262000 -11.967325 -0.132506
0.263000 -11.966765 -0.133024
0.264000 -11.966203 -0.133541
0.265000 -11.965639 -0.134059
0.266000 -11.965073 -0.134577
0.267000 -11.964505 -0.135095
0.268000 -11.963935 -0.135613
0.269000 -11.963363 -0.136131
0.270000 -11.962789 -0.136649
0.271000 -11.962212 -0.137168
0.272000 -11.961634 -0.137686
0.273000 -11.961054 -0.138205
0.274000 -11.960471 -0.138724
0.275000 -11.959887 -0.139243
0.276000 -11.959300 -0.139762
0.277000 -11.958712 -0.140281
0.278000 -11.958121 -0.140801
0.279000 -11.957529 -0.141320
0.280000 -11.956934 -0.141840
0.281000 -11.956338 -0.142360
0.282000 -11.955739 -0.142880
