-0.009798	0.020199
-0.009995	0.020405
-0.010194	0.020612
-0.010395	0.020818
-0.010597	0.021024
-0.010802	0.021231
-0.011009	0.021438
-0.011217	0.021644
-0.011428	0.021851
-0.011641	0.022059
-0.011855	0.022266
-0.012072	0.022473
-0.012290	0.022681
-0.012510	0.022888
-0.012733	0.023096
-0.012957	0.023304
-0.013183	0.023512
-0.013411	0.023720
-0.013642	0.023929
-0.013874	0.024137
-0.014108	0.024346
-0.014344	0.024555
-0.014582	0.024764
-0.014822	0.024973
-0.015064	0.025182
-0.015308	0.025391
-0.015553	0.025601
-0.015801	0.025811
-0.016051	0.026021
-0.016303	0.026231
-0.016556	0.026441
-0.016812	0.026651
-0.017069	0.026862
-0.017329	0.027072
-0.017590	0.027283
-0.017854	0.027494
-0.018119	0.027705
-0.018387	0.027917
-0.018656	0.028128
-0.018927	0.028340
-0.019200	0.028552
-0.019475	0.028764
-0.019753	0.028976
-0.020032	0.029189
-0.020313	0.029401
-0.020596	0.029614
-0.020880	0.029827
-0.021167	0.030040
-0.021456	0.030254
-0.021747	0.030467
-0.022040	0.030681
-0.022334	0.030895
-0.022631	0.031109
-0.022930	0.031323
-0.023230	0.031538
-0.023533	0.031752
-0.023837	0.031967
-0.024144	0.032182
-0.024452	0.032398
-0.024762	0.032613
-0.025075	0.032829
-0.025389	0.033045
-0.025705	0.033261
-0.026023	0.033477
-0.026343	0.033694
-0.026665	0.033911
-0.026989	0.034128
-0.027315	0.034345
-0.027643	0.034562
-0.027973	0.034780
-0.028305	0.034998
-0.028639	0.035216
-0.028974	0.035434
-0.029312	0.035652
-0.029652	0.035871
-0.029993	0.036090
-0.030337	0.036309
-0.030682	0.036529
-0.031030	0.036748
-0.031379	0.036968
-0.031731	0.037188
-0.032084	0.037409
-0.032439	0.037629
-0.032796	0.037850
-0.033155	0.038071
-0.033517	0.038292
-0.033880	0.038514
-0.034245	0.038736
-0.034611	0.038958
-0.034980	0.039180
-0.035351	0.039403
-0.035724	0.039626
-0.036099	0.039849
-0.036476	0.040072
-0.036854	0.040296
-0.037235	0.040519
-0.037617	0.040744
-0.038002	0.040968
-0.038388	0.041193
-0.038777	0.041417
-0.039167	0.041643
-0.039559	0.041868
-0.039954	0.042094
-0.040350	0.042320
-0.040748	0.042546
-0.041148	0.042773
-0.041550	0.042999
-0.041954	0.043226
-0.042360	0.043454
-0.042768	0.043681
-0.043178	0.043909
-0.043590	0.044138
-0.044003	0.044366
-0.044419	0.044595
-0.044837	0.044824
-0.045256	0.045054
-0.045678	0.045283
-0.046101	0.045513
-0.046527	0.045743
-0.046954	0.045974
-0.047383	0.046205
-0.047815	0.046436
-0.048248	0.046668
-0.048683	0.046900
-0.049120	0.047132
-0.049559	0.047364
-0.050000	0.047597
-0.050443	0.047830
-0.050888	0.048063
-0.051335	0.048297
-0.051784	0.048531
-0.052234	0.048766
-0.052687	0.049000
-0.053142	0.049235
-0.053598	0.049471
-0.054057	0.049706
-0.054517	0.049942
-0.054980	0.050179
-0.055444	0.050415
-0.055910	0.050652
-0.056378	0.050890
-0.056849	0.051128
-0.057321	0.051366
-0.057795	0.051604
-0.058271	0.051843
-0.058749	0.052082
-0.059229	0.052321
-0.059710	0.052561
-0.060194	0.052801
-0.060680	0.053042
-0.061168	0.053283
-0.061657	0.053524
-0.062149	0.053766
-0.062642	0.054008
-0.063138	0.054250
-0.063635	0.054493
-0.064134	0.054736
-0.064636	0.054980
-0.065139	0.055223
-0.065644	0.055468
-0.066151	0.055712
-0.066660	0.055957
-0.067171	0.056203
-0.067684	0.056449
-0.068199	0.056695
-0.068716	0.056941
-0.069234	0.057188
-0.069755	0.057436
-0.070278	0.057684
-0.070802	0.057932
-0.071329	0.058180
-0.071857	0.058429
-0.072387	0.058679
-0.072920	0.058929
-0.073454	0.059179
-0.073990	0.059430
-0.074528	0.059681
-0.075068	0.059932
-0.075610	0.060184
-0.076154	0.060436
-0.076700	0.060689
-0.077248	0.060942
-0.077798	0.061196
-0.078349	0.061450
-0.078903	0.061705
-0.079459	0.061960
-0.080016	0.062215
-0.080575	0.062471
-0.081137	0.062727
-0.081700	0.062984
-0.082265	0.063241
-0.082833	0.063499
-0.083402	0.063757
-0.083973	0.064016
-0.084546	0.064275
-0.085121	0.064534
-0.085697	0.064794
-0.086276	0.065055
-0.086857	0.065316
-0.087440	0.065577
-0.088024	0.065839
-0.088611	0.066101
-0.089199	0.066364
-0.089789	0.066627
-0.090382	0.066891
-0.090976	0.067155
-0.091572	0.067420
-0.092170	0.067685
-0.092770	0.067951
-0.093372	0.068218
-0.093976	0.068484
-0.094582	0.068752
-0.095190	0.069020
-0.095799	0.069288
-0.096411	0.069557
-0.097025	0.069826
-0.097640	0.070096
-0.098257	0.070366
-0.098877	0.070637
-0.099498	0.070909
-0.100121	0.071181
-0.100746	0.071453
-0.101373	0.071726
-0.102002	0.072000
-0.102633	0.072274
-0.103266	0.072549
-0.103901	0.072824
-0.104538	0.073100
-0.105176	0.073376
-0.105817	0.073653
-0.106459	0.073931
-0.107104	0.074209
-0.107750	0.074487
-0.108398	0.074767
-0.109048	0.075046
-0.109700	0.075327
-0.110354	0.075608
-0.111010	0.075889
-0.111668	0.076171
-0.112328	0.076454
-0.112990	0.076737
-0.113653	0.077021
-0.114319	0.077306
-0.114986	0.077591
-0.115656	0.077876
-0.116327	0.078163
-0.117000	0.078450
-0.117675	0.078737
-0.118352	0.079025
-0.119031	0.079314
-0.119712	0.079604
-0.120395	0.079894
-0.121080	0.080184
-0.121767	0.080475
-0.122455	0.080767
-0.123146	0.081060
-0.123838	0.081353
-0.124533	0.081647
-0.125229	0.081942
